id,station_name,short_name,total_docks,docks_in_service,status,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_8hcu_yrd4,reference_matched,station_key,station_first_trip_at,source_ids,name_variants,first_trip_archive,opening_date_status,earlier_same_name_trip_at,service_date_review_reasons
1955905507044284968,Nordica Ave & Medill Ave,CHI01782,15,13,In Service,41.92227,-87.80202,"{""type"":""Point"",""coordinates"":[-87.80202,41.92227]}",39,4454,18,136,7,3,29,True,divvy_3500abb4d97a8618,2024-06-06 18:14:56.214000,21378 | CHI01782,Nordica Ave & Medill Ave,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1957713517347478034,Midway Orange Line,CHI01901,23,23,In Service,41.78692,-87.73892,"{""type"":""Point"",""coordinates"":[-87.73892,41.78692]}",35,21867,53,86,15,58,13,True,divvy_5de4da65b457590c,2022-05-09 13:07:36,24289 | 777 | CHI01901,Midway Orange Line,202205-divvy-tripdata.zip,unverified_first_trip_proxy,,possible_rename
1958859209051740602,California Ave & Madison St,CHI01836,15,10,In Service,41.88098,-87.69598,"{""type"":""Point"",""coordinates"":[-87.69598,41.88098]}",48,21184,28,38,46,28,27,True,divvy_6f5a672da462365e,2024-06-15 03:15:40.361000,24212 | CHI01836,California Ave & Madison St,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1958859390231356014,Tripp Ave & 15th St,CHI01980,7,7,In Service,41.86077,-87.73136,"{""type"":""Point"",""coordinates"":[-87.73136,41.86077]}",36,21569,30,761,14,57,24,True,divvy_816b5de51424c3a1,2021-07-15 21:17:00,21363 | 363.0 | CHI01980,Tripp Ave & 15th St,202107-divvy-tripdata.zip,unverified_first_trip_proxy,,
1958859639339458778,Wood St & 33rd St,CHI01842,15,13,In Service,41.83427,-87.6706,"{""type"":""Point"",""coordinates"":[-87.6706,41.83427]}",26,14920,56,192,1,43,7,True,divvy_c43e6f07ee01b7a4,2024-06-18 20:30:16.718000,24237 | CHI01842,Wood St & 33rd St,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1958859802548216454,Komensky Ave & 47th St,CHI01855,15,15,In Service,41.80769,-87.72472,"{""type"":""Point"",""coordinates"":[-87.72472,41.80769]}",49,22248,54,697,8,56,14,True,divvy_92c3db9b300f0e22,2024-06-26 12:22:36.127000,24255 | CHI01855,Komensky Ave & 47th St,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1958859960485118844,Archer Ave & 49th St,CHI01969,15,15,In Service,41.8042,-87.72082,"{""type"":""Point"",""coordinates"":[-87.72082,41.8042]}",49,22248,54,698,8,56,14,True,divvy_5aa35264f4bdf3f0,2024-07-18 15:34:05.004000,24257 | CHI01969,Archer Ave & 49th St,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1958860132283810038,Kilbourn Ave & 49th St,CHI01975,7,7,In Service,41.80385,-87.73566,"{""type"":""Point"",""coordinates"":[-87.73566,41.80385]}",35,22248,54,697,8,56,14,True,divvy_537d2bf341ef80d3,2024-07-01 02:30:55.607000,24258 | CHI01975,Kilbourn Ave & 49th St,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1958860355622110046,Merrimac Park,CHI00814,7,7,In Service,41.95261,-87.78535,"{""type"":""Point"",""coordinates"":[-87.78535,41.95261]}",25,22254,17,443,19,52,38,True,divvy_19a63bb5069da537,2024-06-19 11:52:46.416000,21323 | CHI00814,Merrimac Park,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1961472602929588766,Long Ave & Diversey Ave,CHI01932,7,7,In Service,41.93104,-87.76124,"{""type"":""Point"",""coordinates"":[-87.76124,41.93104]}",7,22615,19,79,17,2,31,True,divvy_866a6c89b301d747,2024-06-22 10:35:01.778000,24326 | CHI01932,Long Ave & Diversey Ave,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1961473975097987236,Meade Ave & Addison St,CHI00874,7,7,In Service,41.94595,-87.77888,"{""type"":""Point"",""coordinates"":[-87.77888,41.94595]}",25,22254,17,443,44,52,38,True,divvy_2c4736b738c538b0,2021-08-06 18:34:38,21324 | 324 | CHI00874,Meade Ave & Addison St,202108-divvy-tripdata.zip,unverified_first_trip_proxy,,
1962563227519515280,North Boundary Park,CHI01820,15,15,In Service,42.01303,-87.70891,"{""type"":""Point"",""coordinates"":[-87.70891,42.01303]}",42,22528,20,359,27,12,50,True,divvy_17e146f9cf66e0a4,2024-06-27 10:14:13.874000,24150 | CHI01820,North Boundary Park,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1962566135789175644,Harlem Ave & Grace St,CHI00865,7,7,In Service,41.94894,-87.80683,"{""type"":""Point"",""coordinates"":[-87.80683,41.94894]}",25,22254,17,444,19,52,38,True,divvy_3bdacb71cfbb7ea9,2021-08-31 16:43:29,21325 | 325 | CHI00865,Harlem Ave & Grace St,202108-divvy-tripdata.zip,unverified_first_trip_proxy,,
1962566331666471698,Oketo Ave & Addison St,CHI01819,7,7,In Service,41.94496,-87.81189,"{""type"":""Point"",""coordinates"":[-87.81189,41.94496]}",39,22254,17,458,19,52,38,True,divvy_6a082c025ea77492,2021-08-25 14:29:06,21393 | 393 | CHI01819,Oketo Ave & Addison | Oketo Ave & Addison St,202108-divvy-tripdata.zip,unverified_first_trip_proxy,,
1962566552401003212,Oconto Ave & Belmont Ave,CHI01921,7,6,In Service,41.93783,-87.80788,"{""type"":""Point"",""coordinates"":[-87.80788,41.93783]}",39,22254,17,424,7,51,29,True,divvy_ad1e92f2169fe278,2024-06-29 13:07:36.479000,24321 | CHI01921,Oconto Ave & Belmont Ave,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1962991219412381958,Laramie Ave & Bloomingdale Ave,CHI01906,9,9,In Service,41.91432,-87.75572,"{""type"":""Point"",""coordinates"":[-87.75572,41.91432]}",4,22615,26,523,45,2,37,True,divvy_43d04ad76a718d2c,2024-06-30 18:53:49.263000,24194 | CHI01906,Laramie Ave & Bloomingdale Ave,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1963305045676278322,Milwaukee Ave & Agatite Ave,CHI01938,7,7,In Service,41.9615,-87.75489,"{""type"":""Point"",""coordinates"":[-87.75489,41.9615]}",20,21869,15,259,50,48,45,True,divvy_1ad0c30335ba1b5d,2024-06-27 16:34:51.802000,24367 | CHI01938,Milwaukee Ave & Agatite Ave,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1963359453732131538,Kedzie Ave & 54th Pl,CHI01919,11,11,In Service,41.794357,-87.703467,"{""type"":""Point"",""coordinates"":[-87.703467,41.794357]}",49,22248,61,777,8,56,14,True,divvy_711798d0eeab5452,2024-06-27 05:16:58.919000,24266 | CHI01919,Kedzie Ave & 54th Pl,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1963650659022207484,State St & 45th St,CHI02004,15,15,In Service,41.81313,-87.62585,"{""type"":""Point"",""coordinates"":[-87.62585,41.81313]}",12,14924,4,393,9,36,8,True,divvy_ecce848de6b62582,2024-06-27 11:38:05.666000,24374 | CHI02004,State St & 45th St,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1963671811736140038,Kedzie Ave & 60th St,CHI01900,15,15,In Service,41.78458,-87.70319,"{""type"":""Point"",""coordinates"":[-87.70319,41.78458]}",19,21867,64,183,2,58,14,True,divvy_5bbefd7eefc7803f,2024-07-13 00:24:48.027000,24273 | CHI01900,Kedzie Ave & 60th St,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1963672098315411610,Pulaski Rd & 54th St,CHI01895,15,13,In Service,41.79499,-87.72361,"{""type"":""Point"",""coordinates"":[-87.72361,41.79499]}",35,22248,60,793,6,56,23,True,divvy_454865764baf4d33,2024-07-01 16:47:22.224000,24281 | CHI01895,Pulaski Rd & 54th St,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1963672425916463636,Kildare Ave & Archer Ave,CHI01978,7,7,In Service,41.800521,-87.730013,"{""type"":""Point"",""coordinates"":[-87.730013,41.800521]}",35,22248,54,637,8,56,14,True,divvy_852d4ab2175c93b8,2024-07-03 13:39:56.261000,24285 | CHI01978,Kildare Ave & Archer Ave,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1963672958015783854,Mulligan Ave & Archer Ave,CHI01907,7,6,In Service,41.79296,-87.78052,"{""type"":""Point"",""coordinates"":[-87.78052,41.79296]}",35,22268,53,587,6,7,23,True,divvy_c866fcad9f960580,2024-07-10 10:08:59.568000,24297 | CHI01907,Mulligan Ave & Archer Ave,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1963673207600511026,Wabash Ave & 49th St,CHI01987,15,15,In Service,41.80581,-87.6245,"{""type"":""Point"",""coordinates"":[-87.6245,41.80581]}",12,21192,4,448,9,10,8,True,divvy_37f93340dec130b3,2024-06-27 19:59:07.335000,24340 | CHI01987,Wabash Ave & 49th St,202406-divvy-tripdata.zip,unverified_first_trip_proxy,,
1965903932548317228,Burley Ave & 91st St,CHI01966,15,15,In Service,41.73054,-87.54558,"{""type"":""Point"",""coordinates"":[-87.54558,41.73054]}",47,21202,42,175,47,25,6,True,divvy_14f18e82c9cdc64a,2024-07-06 13:52:39.169000,24395 | CHI01966,Burley Ave & 91st St,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1965904499533560722,University Ave & 65th St,CHI01994,11,9,In Service,41.77694,-87.59842,"{""type"":""Point"",""coordinates"":[-87.59842,41.77694]}",53,22260,9,27,4,60,20,True,divvy_10d635590ab184f6,2024-07-05 18:58:58.734000,24376 | CHI01994,University Ave & 65th St,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1966261229814532840,Burley Ave & 85th St,CHI01992,15,13,In Service,41.74117,-87.54518,"{""type"":""Point"",""coordinates"":[-87.54518,41.74117]}",47,21202,42,506,47,25,6,True,divvy_335696dc004a1023,2024-07-13 19:30:55.630000,24393 | CHI01992,Burley Ave & 85th St,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1966306862968688728,Vincennes Ave & 79th St,CHI01937,15,15,In Service,41.7506,-87.63409,"{""type"":""Point"",""coordinates"":[-87.63409,41.7506]}",17,21554,40,1,31,59,4,True,divvy_d2513e3380c59377,2024-08-10 18:01:54.031000,24352 | CHI01937,Vincennes Ave & 79th St,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1967727360320698512,Western Ave & Lake St,CHI01848,15,15,In Service,41.88481,-87.68668,"{""type"":""Point"",""coordinates"":[-87.68668,41.88481]}",41,21184,29,37,46,28,27,True,divvy_53e54f4584462bbc,2021-11-27 09:05:00,24211 | 415 | CHI00903 | CHI01848,Western Ave & Lake St,202111-divvy-tripdata.zip,unverified_first_trip_proxy,,
1967731401884924158,Albany Ave & Douglas Blvd,CHI01869,7,7,In Service,41.8628028374,-87.7033333027,"{""type"":""Point"",""coordinates"":[-87.703333302682,41.862802837444]}",36,21569,30,132,14,57,24,True,divvy_4d0ea619d0f8164c,2022-03-15 19:27:47,21421 | 421 | CHI01869,Albany Ave & Douglas Blvd,202203-divvy-tripdata.zip,unverified_first_trip_proxy,,
1968516035938026380,Wabash Ave & 59th St,CHI02001,7,7,In Service,41.7870529703,-87.624029732,"{""type"":""Point"",""coordinates"":[-87.624029731967,41.787052970257]}",53,22260,7,164,4,60,20,True,divvy_ea9bf9d55a48fcd0,2024-07-27 18:22:15.327000,24375 | CHI02001,Wabash Ave & 59th St,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,name_has_multiple_locations
1969204473221170122,Lavergne Ave & Lawrence Ave,CHI02002,15,14,In Service,41.96775,-87.75259,"{""type"":""Point"",""coordinates"":[-87.75259,41.96775]}",20,21869,15,259,50,48,45,True,divvy_7ec59acb78df88ad,2024-07-12 17:36:08.744000,24371 | CHI02002,Lavergne Ave & Lawrence Ave,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1969221526359528022,Milwaukee Ave & Ainslie St,CHI01942,19,18,In Service,41.96861,-87.76108,"{""type"":""Point"",""coordinates"":[-87.76108,41.96861]}",20,21869,11,129,50,48,45,True,divvy_a23b93a532e593c8,2024-07-13 00:20:06.133000,24370 | CHI01942,Milwaukee Ave & Ainslie St,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1969236968943731106,Menard Ave & Lawrence Ave,CHI01910,8,8,In Service,41.96788,-87.77274,"{""type"":""Point"",""coordinates"":[-87.77274,41.96788]}",20,21869,15,94,50,48,45,True,divvy_a86630b492a48b16,2024-07-13 15:56:18.506000,24369 | CHI01910,Menard Ave & Lawrence Ave,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1970337111172100194,Orange Ave & Addison St,CHI00810,15,15,In Service,41.94485,-87.82423,"{""type"":""Point"",""coordinates"":[-87.82423,41.94485]}",39,22254,17,457,19,52,38,True,divvy_ae9176c38e28b9dc,2024-07-19 09:06:12.088000,21320 | CHI00810,Orange Ave & Addison St,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1970337315463389684,Linder Ave & Montrose Ave,CHI01982,7,7,In Service,41.96081,-87.76488,"{""type"":""Point"",""coordinates"":[-87.76488,41.96081]}",20,22618,15,260,19,48,45,True,divvy_d5e08fcddc60ca1e,2024-07-19 07:08:10.333000,24366 | CHI01982,Linder Ave & Montrose Ave,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1970390432459950744,Lavergne Ave & Diversey Ave,CHI01943,15,15,In Service,41.93128,-87.75141,"{""type"":""Point"",""coordinates"":[-87.75141,41.93128]}",7,22615,19,304,17,2,31,True,divvy_feaf5ec29dd1ad06,2024-07-16 19:34:24.194000,24332 | CHI01943,Lavergne Ave & Diversey Ave,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1970688521031469268,Martin Luther King Dr & 87th St,CHI01973,15,15,In Service,41.73677,-87.61439,"{""type"":""Point"",""coordinates"":[-87.61439,41.73677]}",31,21546,40,140,32,61,4,True,divvy_78bd55e5d0212105,2024-07-30 15:46:06.288000,24379 | CHI01973,Martin Luther King Dr & 87th St,202407-divvy-tripdata.zip,unverified_first_trip_proxy,,
1970688691992443350,Shields Ave & 57th St,CHI01936,15,14,In Service,41.79076,-87.6345,"{""type"":""Point"",""coordinates"":[-87.6345,41.79076]}",53,21559,66,166,4,11,20,True,divvy_5756c3f4a0917a85,2024-08-07 12:23:40.420000,24341 | CHI01936,Shields Ave & 57th St,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1974452106772983826,Mozart St & Jackson Blvd,CHI01866,8,8,In Service,41.8775,-87.6974,"{""type"":""Point"",""coordinates"":[-87.6974,41.8775]}",48,21184,28,51,46,28,27,True,divvy_ca95eb8799689925,2021-11-24 18:08:50,21418 | 418 | CHI01866,Mozart St & Jackson Blvd,202111-divvy-tripdata.zip,unverified_first_trip_proxy,,
1975534406854476324,Baltimore Ave & 133rd St,CHI01947,16,15,In Service,41.65349,-87.54703,"{""type"":""Point"",""coordinates"":[-87.54703,41.65349]}",47,22250,52,787,47,26,6,True,divvy_de1e55de949d2521,2022-06-08 13:49:25,24407 | 581 | CHI01947,Baltimore Ave & 133rd St,202206-divvy-tripdata.zip,unverified_first_trip_proxy,,possible_rename
1975534535703495210,Ewing Ave & 106th St,CHI01948,16,16,In Service,41.70266,-87.53564,"{""type"":""Point"",""coordinates"":[-87.53564,41.70266]}",47,21202,49,602,47,25,6,True,divvy_4845663fb8b1756c,2022-05-09 17:52:37,24402 | 612 | CHI01948,Ewing Ave & 106th St,202205-divvy-tripdata.zip,unverified_first_trip_proxy,,possible_rename
1975902497437067330,Homan Ave & 26th St,CHI01854,15,15,In Service,41.84425,-87.70983,"{""type"":""Point"",""coordinates"":[-87.70983,41.84425]}",14,21569,32,146,1,57,25,True,divvy_96a2a3e6542b205a,2022-06-10 18:56:11,24230 | 869 | CHI01854,Homan Ave & 26th St,202206-divvy-tripdata.zip,unverified_first_trip_proxy,,possible_rename
1976649188502348766,Commercial Ave & 97th St,CHI01931,15,15,In Service,41.71893,-87.55112,"{""type"":""Point"",""coordinates"":[-87.55112,41.71893]}",47,21202,48,526,47,25,6,True,divvy_95f1d48d9a5e05ac,2024-08-06 15:04:34.050000,24398 | CHI01931,Commercial Ave & 97th St,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1976680841729198100,Manistee Ave & 95th St,CHI01951,16,16,In Service,41.7226,-87.55692,"{""type"":""Point"",""coordinates"":[-87.55692,41.7226]}",47,21202,48,527,47,25,6,True,divvy_7f70acdb8700a013,2024-09-09 08:21:14.887000,24396 | CHI01951,Manistee Ave & 95th St,202409-divvy-tripdata.zip,unverified_first_trip_proxy,,
1978164755330913194,Wentworth Ave & 92nd St,CHI01924,15,15,In Service,41.72714,-87.62886,"{""type"":""Point"",""coordinates"":[-87.62886,41.72714]}",18,21554,45,187,13,59,11,True,divvy_77ecdfb9fb27bede,2024-08-12 19:02:48.590000,24362 | CHI01924,Wentworth Ave & 92nd St,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1978529864027224986,Narragansett Ave & Montrose Ave,CHI01977,16,16,In Service,41.959978,-87.786928,"{""type"":""Point"",""coordinates"":[-87.786928,41.959978]}",25,22254,17,442,19,52,38,True,divvy_ecf7049b4d534615,2024-08-07 06:38:20.169000,24364 | CHI01977,Narragansett Ave & Montrose Ave,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1978855107320060734,Commercial Ave & 90th St,CHI01961,16,13,In Service,41.7319872,-87.5510674,"{""type"":""Point"",""coordinates"":[-87.5510674,41.7319872]}",47,21202,42,175,47,25,6,True,divvy_5bc5ecb091383df6,2024-08-21 13:22:04.323000,24392 | CHI01961,Commercial Ave & 90th St,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1978857439487302508,Michigan Ave & 105th St,CHI01960,16,16,In Service,41.70346,-87.62037,"{""type"":""Point"",""coordinates"":[-87.62037,41.70346]}",30,21861,45,236,43,19,11,True,divvy_cd47045b9d05720e,2024-08-09 02:45:27.756000,24420 | CHI01960,Michigan Ave & 105th St,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1978857650118994914,Indiana Ave & 133rd St,CHI01933,8,6,In Service,41.6538,-87.61719,"{""type"":""Point"",""coordinates"":[-87.61719,41.6538]}",30,4460,51,10,43,47,11,True,divvy_8f666a3eb25ced3d,2021-10-21 21:40:52,20240 | 24409 | CHI00827 | CHI01933,Indiana Ave & 133rd St,202110-divvy-tripdata.zip,unverified_first_trip_proxy,,possible_rename
1981450681586989620,Mason Ave & Montrose Ave,CHI01967,8,8,In Service,41.96056,-87.77588,"{""type"":""Point"",""coordinates"":[-87.77588,41.96056]}",25,22254,15,26,19,48,38,True,divvy_f77b0e6659146c1a,2024-08-17 09:56:43.719000,24365 | CHI01967,Mason Ave & Montrose Ave,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1981474194261928388,Newcastle Ave & Irving Park Rd,CHI01974,16,16,In Service,41.95256,-87.79755,"{""type"":""Point"",""coordinates"":[-87.79755,41.95256]}",25,22254,17,444,19,52,38,True,divvy_db7a811bbe23a211,2024-08-22 16:04:30.559000,24335 | CHI01974,Newcastle Ave & Irving Park Rd,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1981488728284770592,Nagle Ave & Belmont Ave,CHI01979,16,16,In Service,41.93852,-87.78735,"{""type"":""Point"",""coordinates"":[-87.78735,41.93852]}",39,22254,17,396,44,52,38,True,divvy_79db611a49e71440,2022-06-21 17:49:40,24324 | 810 | CHI01979,Nagle Ave & Belmont Ave,202206-divvy-tripdata.zip,unverified_first_trip_proxy,,possible_rename
1981861957867952304,Homan Ave & Arthington Ave,CHI01835,12,12,In Service,41.86963,-87.71055,"{""type"":""Point"",""coordinates"":[-87.71055,41.86963]}",36,21572,30,98,14,30,24,True,divvy_542c9eb894609121,2024-08-23 09:18:53.031000,24220 | CHI01835,Homan Ave & Arthington Ave,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1982154088199745678,Overhill Ave & Belmont Ave,CHI01922,16,16,In Service,41.93799,-87.81915,"{""type"":""Point"",""coordinates"":[-87.81915,41.93799]}",39,22254,17,457,19,52,38,True,divvy_c19e6e58781909b9,2024-08-18 17:57:59.015000,24322 | CHI01922,Overhill Ave & Belmont Ave,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1982213647115293456,Ewing Ave & 98th St,CHI01949,8,8,In Service,41.71781,-87.53504,"{""type"":""Point"",""coordinates"":[-87.53504,41.71781]}",47,21202,49,705,47,25,6,True,divvy_d6b739be587ec10f,2024-08-29 16:30:11.822000,24401 | CHI01949,Ewing Ave & 98th St,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1984042930424753006,Steelworkers Park,CHI01962,16,14,In Service,41.73793,-87.53091,"{""type"":""Point"",""coordinates"":[-87.53091,41.73793]}",47,21202,42,505,47,25,6,True,divvy_5eb2bcb6c85cdb53,2022-03-01 18:21:43,20241 | 24394 | CHI01962,Steelworkers Park,202203-divvy-tripdata.zip,unverified_first_trip_proxy,,
1984107787514337392,Princeton Ave & 95th St,CHI01968,16,15,In Service,41.72175,-87.63075,"{""type"":""Point"",""coordinates"":[-87.63075,41.72175]}",18,21861,45,187,13,59,11,True,divvy_188422b44709d689,2024-09-13 14:25:24.703000,24360 | CHI01968,Princeton Ave & 95th St,202409-divvy-tripdata.zip,unverified_first_trip_proxy,,
1984470891045347604,Lawndale Ave & 59th St,CHI01896,16,16,In Service,41.78638,-87.7157,"{""type"":""Point"",""coordinates"":[-87.7157,41.78638]}",49,21867,60,774,6,58,23,True,divvy_4eeba7868be1bf1f,2024-08-25 09:40:04.368000,24279 | CHI01896,Lawndale Ave & 59th St,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1984756450139626426,Avers Ave & 16th St,CHI01908,8,8,In Service,41.85909,-87.72121,"{""type"":""Point"",""coordinates"":[-87.72121,41.85909]}",36,21569,30,33,14,57,24,True,divvy_311d2910cbe0685f,2024-08-29 20:28:04.418000,24225 | CHI01908,Avers Ave & 16th St,202408-divvy-tripdata.zip,unverified_first_trip_proxy,,
1988470939730348720,Ewing Ave & 97th St,CHI01991,15,15,In Service,41.71982,-87.53542,"{""type"":""Point"",""coordinates"":[-87.53542,41.71982]}",47,21202,49,528,47,25,6,True,divvy_ce0e7237ffa278fc,2024-09-04 07:58:22.933000,24400 | CHI01991,Ewing Ave & 97th St,202409-divvy-tripdata.zip,unverified_first_trip_proxy,,
1988925731902098196,Oriole Ave & Irving Park Rd,CHI01934,4,4,In Service,41.95224,-87.81697,"{""type"":""Point"",""coordinates"":[-87.81697,41.95224]}",39,22254,17,392,19,52,38,True,divvy_a087fca7dc2032f3,2024-09-08 13:04:01.961000,24333 | CHI01934,Oriole Ave & Irving Park Rd,202409-divvy-tripdata.zip,unverified_first_trip_proxy,,
1989626448622643348,Rockwell St & 47th St,CHI01874,15,15,In Service,41.80853,-87.68942,"{""type"":""Point"",""coordinates"":[-87.68942,41.80853]}",29,22248,55,85,3,56,12,True,divvy_18cd220d7967f1c3,2024-09-12 15:17:42.644000,24250 | CHI01874,Rockwell St & 47th St,202409-divvy-tripdata.zip,unverified_first_trip_proxy,,
1989627762882635936,Sacramento Ave & 51st St,CHI01890,8,8,In Service,41.80068,-87.69895,"{""type"":""Point"",""coordinates"":[-87.69895,41.80068]}",49,22248,61,777,8,56,14,True,divvy_db1f76e3eb898420,2024-09-08 11:01:41.093000,24263 | CHI01890,Sacramento Ave & 51st St,202409-divvy-tripdata.zip,unverified_first_trip_proxy,,
1989675458983138282,Pulaski Rd & Ann Lurie Pl,CHI01950,11,11,In Service,41.81644,-87.7248,"{""type"":""Point"",""coordinates"":[-87.7248,41.81644]}",49,22248,54,591,8,56,14,True,divvy_be2737c54ef0745f,2024-09-06 01:16:45.861000,21340 | CHI01950,Pulaski Rd & Ann Lurie Pl,202409-divvy-tripdata.zip,unverified_first_trip_proxy,,
1989976253005812134,Stewart Ave & 123rd St,CHI01953,16,16,In Service,41.6706,-87.63244,"{""type"":""Point"",""coordinates"":[-87.63244,41.6706]}",45,21861,50,7,22,19,11,True,divvy_035ba70fe125eb9e,2022-05-18 15:51:49,24412 | 586 | CHI01953,Stewart Ave & 123rd St,202205-divvy-tripdata.zip,unverified_first_trip_proxy,,possible_rename
1991481183241069158,Michigan Ave & 113th St,CHI01963,8,8,In Service,41.68905,-87.62079,"{""type"":""Point"",""coordinates"":[-87.62079,41.68905]}",30,21861,45,253,43,19,11,True,divvy_c2e362e421b22e20,2022-05-09 12:56:01,24415 | 595 | CHI01963,Michigan Ave & 113th St,202205-divvy-tripdata.zip,unverified_first_trip_proxy,,possible_rename
1991508150894459550,State St & 111th St,CHI01941,8,8,In Service,41.6926464,-87.6226484,"{""type"":""Point"",""coordinates"":[-87.6226484,41.6926464]}",30,21861,45,237,43,19,11,True,divvy_b2f839152fe8b8ec,2024-10-23 07:53:47.802000,24417 | CHI01941,State St & 111th St,202410-divvy-tripdata.zip,unverified_first_trip_proxy,,
1991848709111763594,Michigan Ave & 108th St,CHI01972,12,12,In Service,41.69815,-87.62111,"{""type"":""Point"",""coordinates"":[-87.62111,41.69815]}",30,21861,45,236,43,19,11,True,divvy_cb599ebf7ec26b8b,2024-11-09 14:29:09.055000,24418 | CHI01972,Michigan Ave & 108th St,202411-divvy-tripdata.zip,unverified_first_trip_proxy,,
1991870527990319406,Wentworth Ave & 107th St,CHI01939,8,8,In Service,41.69989,-87.62785,"{""type"":""Point"",""coordinates"":[-87.62785,41.69989]}",45,21861,45,524,22,19,11,True,divvy_a5f1b50502e2ac1d,2024-09-14 13:06:43.371000,24419 | CHI01939,Wentworth Ave & 107th St,202409-divvy-tripdata.zip,unverified_first_trip_proxy,,
1992234898774407528,Pulaski Rd & 60th Pl,CHI01884,8,8,In Service,41.78315,-87.72257,"{""type"":""Point"",""coordinates"":[-87.72257,41.78315]}",23,21867,63,339,6,58,23,True,divvy_48e84627dd97c3a1,2024-09-13 15:28:27.468000,24283 | CHI01884,Pulaski Rd & 60th Pl,202409-divvy-tripdata.zip,unverified_first_trip_proxy,,
1ce9b7b2-6ef1-4e3b-abd4-85dedaf0ee65,State St & Chicago Ave,CHI01772,30,28,In Service,41.8966172004,-87.6285785437,"{""type"":""Point"",""coordinates"":[-87.628578543663,41.896617200408]}",22,4446,37,669,11,55,42,True,divvy_b0a50fc089158ae9,2021-12-30 07:13:01,21544 | CHI01772,State St & Chicago Ave,202112-divvy-tripdata.zip,unverified_first_trip_proxy,,
1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,Yates Blvd & 93rd St,CHI00856,15,15,In Service,41.7261663902,-87.5662761927,"{""type"":""Point"",""coordinates"":[-87.566276192665,41.726166390245]}",43,21202,44,492,37,25,5,True,divvy_3c6f02924a85dace,2021-06-09 14:47:20,20237 | CHI00856,Yates Blvd & 93rd St,202106-divvy-tripdata.zip,unverified_first_trip_proxy,,
2006690972500072780,Parnell Ave & 127th St,CHI01940,16,14,In Service,41.66338,-87.63429,"{""type"":""Point"",""coordinates"":[-87.63429,41.66338]}",30,21861,50,7,43,19,11,True,divvy_e184551cbaefba8b,2024-11-12 19:44:02.759000,24411 | CHI01940,Parnell Ave & 127th St,202411-divvy-tripdata.zip,unverified_first_trip_proxy,,
2006720516911782212,Halsted St & 123rd St,CHI01989,16,15,In Service,41.67096,-87.64154,"{""type"":""Point"",""coordinates"":[-87.64154,41.67096]}",45,21861,50,60,22,19,21,True,divvy_fa84a49ede09e7e3,2024-11-12 19:38:56.276000,24440 | CHI01989,Halsted St & 123rd St,202411-divvy-tripdata.zip,unverified_first_trip_proxy,,
