station_key,station_name,station_type,station_first_trip_at,earlier_same_name_trip_at,earlier_unlocated_same_name,current_feed_match_status,service_date_review_reasons,first_trip_archive,first_trip_id
divvy_4a47098f1f4578d5,Clark St & Drummond Pl,station,2020-01-01 02:50:33,2013-06-29 12:52:00,,matched,earlier_same_name_history | name_has_multiple_locations,Divvy_Trips_2020_Q1.zip,07CDB237BBD3A43C
divvy_d5f9aa63bf5c4e91,Lakefront Trail & Wilson Ave,station,2020-01-01 11:00:37,2018-09-18 15:15:55,2018-09-18 15:15:55,matched,earlier_same_name_history | name_has_multiple_locations,Divvy_Trips_2020_Q1.zip,3E3F278DE1072A68
divvy_1602f1e1c25de7b2,Dusable Harbor,station,2020-01-01 12:48:27,2015-04-24 17:35:00,,matched,earlier_same_name_history | name_has_multiple_locations,Divvy_Trips_2020_Q1.zip,9AC7DFD0A14E1182
divvy_07f22ce63f088628,Sacramento Blvd & Franklin Blvd,station,2020-01-01 14:31:36,2015-05-15 16:53:00,,matched,earlier_same_name_history | name_has_multiple_locations,Divvy_Trips_2020_Q1.zip,208F55041192E20F
divvy_0800f22ada43fba0,Paulina St & Flournoy St,station,2020-01-01 18:51:30,2015-04-27 14:41:00,,matched,earlier_same_name_history | name_has_multiple_locations,Divvy_Trips_2020_Q1.zip,79001E4CEEA87827
divvy_c2311303414a7fa1,MLK Jr Dr & Pershing Rd,station,2020-01-02 13:20:17,2013-06-28 05:26:00,,matched,earlier_same_name_history | name_has_multiple_locations,Divvy_Trips_2020_Q1.zip,865758A427D8C78F
divvy_159c61b30f69d0ba,Elizabeth St & 59th St,station,2020-01-03 10:44:46,2018-12-04 17:02:53,2018-12-04 17:02:53,no_confirmed_match,earlier_same_name_history | name_has_multiple_locations,Divvy_Trips_2020_Q1.zip,4080CDBB84E227B0
divvy_c95687bbc637a0f1,Central Park Ave & 24th St,station,2020-01-20 08:30:31,2015-05-11 18:54:00,,matched,earlier_same_name_history | name_has_multiple_locations,Divvy_Trips_2020_Q1.zip,9CD434B6C27C798C
divvy_c57aa8caa23a6a86,Vincennes Ave & 75th St,station,2020-04-24 07:10:25,2016-06-25 18:57:00,,matched,earlier_same_name_history | name_has_multiple_locations,202004-divvy-tripdata.zip,0C3FCD83881EA1BC
divvy_77124a9d3e47e6ff,Ashland Ave & 73rd St,station,2020-07-26 21:01:11,,,no_confirmed_match,possible_rename,202007-divvy-tripdata.zip,202A7FDDC1B82926
divvy_5f872621a3794abc,Eberhart Ave & 91st St,station,2020-07-31 13:57:40,,,needs_review,name_has_multiple_locations | possible_rename,202007-divvy-tripdata.zip,9CC0BE2FF5A6CBC7
divvy_c8ee2a4fd9f52342,East End Ave & 87th St,station,2020-08-01 14:57:08,,,matched,possible_rename,202008-divvy-tripdata.zip,8EEB14CC0F99F2B6
divvy_5292baaa080329cd,W Armitage Ave & N Sheffield Ave,station,2020-08-07 22:23:04,,,no_confirmed_match,possible_rename,202008-divvy-tripdata.zip,F38EB117F4F514BD
divvy_f3bfadcfbda1d264,Wood St & Taylor St,station,2020-09-01 04:17:11,2013-09-22 09:55:00,,matched,earlier_same_name_history | name_has_multiple_locations,202009-divvy-tripdata.zip,13787BE0F36767D5
divvy_99ce4ae5b0616cae,Clark St & Winnemac Ave,station,2020-09-01 07:12:17,2013-09-23 16:44:00,,needs_review,earlier_same_name_history | name_has_multiple_locations,202009-divvy-tripdata.zip,40AD30F62AD70745
divvy_3157c752a6438928,Torrence Ave & 106th St,station,2020-09-13 08:33:40,,,matched,possible_rename,202009-divvy-tripdata.zip,D097114BC87FFCE6
divvy_ee5c620d1e0f185e,Halsted St & 111th St,station,2020-09-19 09:22:59,,,matched,possible_rename,202009-divvy-tripdata.zip,1AE6B20000D5929E
divvy_63916206170d693a,Ewing Ave & Burnham Greenway,station,2020-09-24 13:11:04,,,needs_review,name_has_multiple_locations,202009-divvy-tripdata.zip,30B5BB9BECAB4027
divvy_e82b82c3531cc062,St. Louis Ave & Fullerton Ave,station,2020-09-29 17:32:20,,,no_confirmed_match,possible_rename,202009-divvy-tripdata.zip,B3C16ABB64358986
divvy_549d0b8800ddce1a,New St & Illinois St,station,2020-10-18 15:45:54,,,matched,possible_rename,202010-divvy-tripdata.zip,B9F0A343418F4758
divvy_4f99a5f105e18631,Bradley Park,station,2020-10-24 20:22:53,,,needs_review,possible_rename,202010-divvy-tripdata.zip,2026EA8C4742E6B3
divvy_ba983cd2b556d2e7,W Washington Blvd & N Peoria St,station,2020-12-22 17:47:51,,,no_confirmed_match,possible_rename,202012-divvy-tripdata.zip,DD0C6AD849F7F90C
divvy_6e08a472b0e1e587,N Carpenter St & W Lake St,station,2020-12-28 18:12:28,,,no_confirmed_match,possible_rename,202012-divvy-tripdata.zip,E4B68CF33055F338
divvy_b53d6c5de4a8a65b,N Paulina St & Lincoln Ave,station,2021-01-04 12:46:49,,,no_confirmed_match,possible_rename,202101-divvy-tripdata.zip,556A4B1232ED076B
divvy_9c2149f8f34f4103,N Southport Ave & W Newport Ave,station,2021-01-13 18:54:31,,,no_confirmed_match,possible_rename,202101-divvy-tripdata.zip,9D11193780EC6924
divvy_06b3a82450d3d01f,Eberhart Ave & 91st St,station,2021-02-28 17:20:13,2020-07-31 13:57:40,,needs_review,earlier_same_name_history | name_has_multiple_locations | possible_rename,202102-divvy-tripdata.zip,E2418A48AFB51AFE
divvy_f65267f52cb85c36,Desplaines St & Jackson Blvd,station,2021-06-01 03:04:19,2015-04-26 09:41:00,,needs_review,earlier_same_name_history | name_has_multiple_locations,202106-divvy-tripdata.zip,6F608B575D62195F
divvy_02a5de11723ce1f4,Kilbourn Ave & Milwaukee Ave,station,2021-06-01 14:54:43,2016-09-23 17:58:02,,needs_review,earlier_same_name_history | name_has_multiple_locations,202106-divvy-tripdata.zip,749FD5421EEF21BF
divvy_4f0e389c31957c87,Racine Ave & 57th St,station,2021-08-03 19:40:24,2018-12-04 17:02:53,,matched,earlier_same_name_history,202108-divvy-tripdata.zip,42C190FA41CEF94F
divvy_b49088e87d2f1680,Ping Tom Park (East),station,2021-09-26 00:26:20,,,no_confirmed_match,possible_rename,202109-divvy-tripdata.zip,86C2111E4ADE178C
divvy_d89aded64e66a088,N Damen Ave & W Chicago Ave,station,2021-10-07 20:09:49,,,no_confirmed_match,possible_rename,202110-divvy-tripdata.zip,8139DD592B19CB3F
divvy_8f666a3eb25ced3d,Indiana Ave & 133rd St,station,2021-10-21 21:40:52,,,matched,possible_rename,202110-divvy-tripdata.zip,63C8A5F7B8FD7F24
divvy_3153924d452969dd,Lincoln Ave & Fullerton Ave,station,2021-11-01 00:07:46,2013-06-28 10:00:00,2021-10-01 00:04:49,matched,earlier_same_name_history | name_has_multiple_locations,202111-divvy-tripdata.zip,49E9DB5878BBD249
divvy_69082fc3f719ec87,Wallace St & 35th St,station,2021-11-01 07:31:35,2013-09-13 19:58:00,2021-10-01 04:48:41,needs_review,earlier_same_name_history | name_has_multiple_locations,202111-divvy-tripdata.zip,3CCFB9E9939E1200
divvy_d47192a8c38cd97d,Lincoln Ave & Roscoe St - Charging,station,2022-01-20 11:56:27,,,no_confirmed_match,fewer_than_10_endpoints,202201-divvy-tripdata.zip,6EB72FFD126BA156
divvy_da07eb93303eeab8,Halsted St & 51st St,station,2022-01-25 23:58:11,2015-04-15 19:47:00,,needs_review,earlier_same_name_history | name_has_multiple_locations | fewer_than_10_endpoints,202201-divvy-tripdata.zip,23C07C3BAC51CA32
divvy_162f05b85ebdb332,Lincoln Ave & Belmont Ave,station,2022-05-01 06:03:46,2013-09-23 17:09:00,,no_confirmed_match,earlier_same_name_history | name_has_multiple_locations,202205-divvy-tripdata.zip,AEBD554E805E2C31
divvy_c2e362e421b22e20,Michigan Ave & 113th St,station,2022-05-09 12:56:01,,,matched,possible_rename,202205-divvy-tripdata.zip,8F710E27AC0C572C
divvy_5de4da65b457590c,Midway Orange Line,station,2022-05-09 13:07:36,,,matched,possible_rename,202205-divvy-tripdata.zip,FFA9CD38A7C8D1B7
divvy_833b61addf5a6fad,Cicero Ave & Wellington Ave,station,2022-05-09 14:54:23,,,matched,possible_rename,202205-divvy-tripdata.zip,DD537A223E37380D
divvy_4845663fb8b1756c,Ewing Ave & 106th St,station,2022-05-09 17:52:37,,,matched,possible_rename,202205-divvy-tripdata.zip,C074594D96045F26
divvy_7b4120886bdfebf0,Cicero Ave & Wrightwood Ave,station,2022-05-09 19:56:07,,,matched,possible_rename,202205-divvy-tripdata.zip,1218F24D17C2DB70
divvy_c43dfd8de9af26ff,Hamlin Ave & Grand Ave,station,2022-05-10 03:22:49,,,matched,possible_rename,202205-divvy-tripdata.zip,91EC4F983C64BA1F
divvy_3a951f932a041826,Kedzie Ave & Archer Ave,station,2022-05-11 12:25:25,,,matched,possible_rename,202205-divvy-tripdata.zip,9746430FF33AF6D8
divvy_29e4cb59679d4864,Western Ave & 79th St,station,2022-05-11 16:54:10,,,matched,possible_rename,202205-divvy-tripdata.zip,9833ABE1EB55776B
divvy_95f4a6cd6ef7614e,Hamilton Park,station,2022-05-16 06:24:42,,,matched,possible_rename,202205-divvy-tripdata.zip,E64C6EEF33340397
divvy_42876b8a8ec59c9c,McCormick Blvd & Devon Ave,station,2022-05-16 21:02:53,,,matched,possible_rename,202205-divvy-tripdata.zip,29D9FB9F0052440D
divvy_035ba70fe125eb9e,Stewart Ave & 123rd St,station,2022-05-18 15:51:49,,,matched,possible_rename,202205-divvy-tripdata.zip,4D0BA13480F0FCCE
divvy_de1e55de949d2521,Baltimore Ave & 133rd St,station,2022-06-08 13:49:25,,,matched,possible_rename,202206-divvy-tripdata.zip,7BC80BB58D61B281
divvy_96a2a3e6542b205a,Homan Ave & 26th St,station,2022-06-10 18:56:11,,,matched,possible_rename,202206-divvy-tripdata.zip,E37A22DD43BE61CC
divvy_8c2c8a7841c15313,Public Rack - Cicero Ave & Wrightwood Ave,public_rack,2022-06-14 14:42:31,,,matched,possible_rename,202206-divvy-tripdata.zip,68E2A27D033D0F51
divvy_daeff0eaf803d650,Public Rack - California Ave & Cortez St,public_rack,2022-06-14 17:22:09,,,matched,possible_rename,202206-divvy-tripdata.zip,E515DBB96A8ED27C
divvy_4a71c4aee255bce5,Public Rack - Hamlin Ave & Grand Ave,public_rack,2022-06-14 18:06:11,,,matched,possible_rename,202206-divvy-tripdata.zip,79C94FD8A8833520
divvy_d7572d3760391195,Public Rack - Christiana Ave & Lawrence Ave,public_rack,2022-06-14 19:20:51,,,matched,possible_rename,202206-divvy-tripdata.zip,71D7DB2FBB38AB02
divvy_bf81408197a95c2c,Public Rack - Cicero Ave & Wellington Ave,public_rack,2022-06-15 20:46:05,,,matched,possible_rename,202206-divvy-tripdata.zip,35F441C23982ACED
divvy_c665f1c09a47bab2,Public Rack - McCormick Blvd & Devon Ave,public_rack,2022-06-16 20:45:51,,,no_confirmed_match,possible_rename,202206-divvy-tripdata.zip,EA8C9035D6D55B5D
divvy_32d02696ff27161b,Public Rack - Homan Ave & 26th St,public_rack,2022-06-20 19:36:58,,,matched,possible_rename,202206-divvy-tripdata.zip,05D45A200507EEAA
divvy_79db611a49e71440,Nagle Ave & Belmont Ave,station,2022-06-21 17:49:40,,,matched,possible_rename,202206-divvy-tripdata.zip,25740ABBC6AA761E
divvy_bb3c7eb5e4429dd6,Michigan Ave & 11th St,station,2022-06-26 16:21:31,2015-07-01 06:20:00,,needs_review,earlier_same_name_history | possible_rename,202206-divvy-tripdata.zip,F68D0423C5334A2D
divvy_fcd3065b53af712c,Public Rack - Central Park Ave & Ogden Ave,public_rack,2022-06-30 20:52:24,,,matched,possible_rename,202206-divvy-tripdata.zip,57A59D038AB0E4EB
divvy_e5e385a11f5a5d06,Public Rack - Union Ave & 111th St,public_rack,2022-07-22 10:22:00,,,matched,fewer_than_10_endpoints,202207-divvy-tripdata.zip,91997D00203A7997
divvy_ba26d88be8f3ca61,Sangamon St & Lake St,station,2022-07-27 15:55:59,,,matched,possible_rename,202207-divvy-tripdata.zip,DEFFC9B07975D9EC
divvy_bad2f5e9ac5ab868,Green St & Washington Blvd,station,2022-07-27 16:40:22,,,matched,possible_rename,202207-divvy-tripdata.zip,AD23F4FBD39FE359
divvy_150e5e9d8bb00289,Public Rack - Lotus Ave & Harrison St,public_rack,2022-08-02 20:14:07,,,matched,fewer_than_10_endpoints,202208-divvy-tripdata.zip,DB6756D98AC90DF9
divvy_170a93938a2d0353,Eggleston Ave & 115th St,station,2022-08-07 22:32:28,,,matched,possible_rename,202208-divvy-tripdata.zip,CCE4A62EDB4E3FD7
divvy_1e0a4b77b97e6af5,Public Rack - Ave L & 105th St,public_rack,2022-08-12 18:30:22,,,matched,fewer_than_10_endpoints,202208-divvy-tripdata.zip,7CDDDDAFDE821955
divvy_54d7581a715ae180,Public Rack - Wallace St & 119th St,public_rack,2022-08-16 22:03:54,,,matched,fewer_than_10_endpoints,202208-divvy-tripdata.zip,CD759F90AD83E3D3
divvy_b9a7885e0b7ced25,Public Rack - Langley Ave & 87th St,public_rack,2022-08-20 18:20:14,,,matched,fewer_than_10_endpoints,202208-divvy-tripdata.zip,599742345E9D97D6
divvy_8f9c879386a75fb6,Public Rack - Kedzie Ave & Archer Ave,public_rack,2022-08-31 17:25:00,,,matched,possible_rename,202208-divvy-tripdata.zip,D84517229D73DD3B
divvy_0765b01a8ba13f0e,Public Rack - Oakley Ave & 50th Pl,public_rack,2022-09-02 18:44:03,,,matched,fewer_than_10_endpoints,202209-divvy-tripdata.zip,0183DDDBFE96795A
divvy_f8d1bacb57335f55,Public Rack - Nagle Ave & Belmont Ave,public_rack,2022-09-06 16:13:46,,,matched,possible_rename,202209-divvy-tripdata.zip,10D4A26B7C424D9E
divvy_8952e97a123eddf3,Public Rack - Calumet Ave & 51st St,public_rack,2022-09-07 08:13:07,,,matched,possible_rename,202209-divvy-tripdata.zip,730CF3AF5350F150
divvy_70a8be56f99c4d2f,Public Rack - Lowe Ave & 98th St,public_rack,2022-09-09 13:44:57,,,matched,fewer_than_10_endpoints,202209-divvy-tripdata.zip,FF790DF94C7480E1
divvy_2c4b904a76138cc7,Public Rack - Midway Orange Line,public_rack,2022-09-10 10:00:36,,,no_confirmed_match,possible_rename,202209-divvy-tripdata.zip,8477890DEA096C68
divvy_33db856ad77706bd,Public Rack - East End Ave & 87th St,public_rack,2022-09-10 10:12:46,,,matched,possible_rename,202209-divvy-tripdata.zip,5BFB3AFB807B0186
divvy_a128cfd37b563d62,Public Rack - Jeffery Blvd & 67th St,public_rack,2022-09-14 09:58:27,,,matched,possible_rename,202209-divvy-tripdata.zip,AC32E5D843A53C97
divvy_3b59db1970837479,Public Rack - Bishop St & 81st St,public_rack,2022-09-16 11:49:03,,,matched,fewer_than_10_endpoints,202209-divvy-tripdata.zip,99505E979DA69634
divvy_030aa79a8dbf4211,Public Rack - Eggleston Ave & 115th St,public_rack,2022-09-16 15:03:55,,,matched,possible_rename,202209-divvy-tripdata.zip,60032D0E7604D66B
divvy_d7902e734483685e,Public Rack - Lake Park Ave & 47th St,public_rack,2022-09-16 15:54:51,,,no_confirmed_match,possible_rename,202209-divvy-tripdata.zip,43280D278BB2C064
divvy_5f9b273b53d6c444,Public Rack - Western Ave & 79th St,public_rack,2022-09-16 21:39:58,,,matched,possible_rename,202209-divvy-tripdata.zip,E5245E4006382382
divvy_a1df56278b72753a,Public Rack - Stewart Ave & 123rd St,public_rack,2022-09-22 22:56:31,,,matched,possible_rename,202209-divvy-tripdata.zip,8673640BE51FB0F2
divvy_2f253beb7222675b,Elizabeth St & Fulton St,station,2022-09-24 17:06:25,,,matched,possible_rename,202209-divvy-tripdata.zip,C5506D20D8E0955F
divvy_b47b7f038113556b,Public Rack - Ewing Ave & 106th St NW,public_rack,2022-09-27 08:30:27,,,matched,possible_rename,202209-divvy-tripdata.zip,0E46FF7741C8834D
divvy_80fdd6d5c8332baa,Public Rack - Michigan Ave & 113th St,public_rack,2022-10-03 10:47:03,,,matched,possible_rename,202210-divvy-tripdata.zip,3B6518A5954E840D
divvy_8eebccbcf7d9ec76,Public Rack - Oleander Ave & Addison St,public_rack,2022-10-07 08:31:20,,,matched,fewer_than_10_endpoints,202210-divvy-tripdata.zip,5841E5C139C5477C
divvy_c9fdee2d1ebf569d,Public Rack - Wabash Ave & 87th St,public_rack,2022-10-07 10:20:10,,,matched,possible_rename,202210-divvy-tripdata.zip,7688F20FEB2AA345
divvy_adaf919d205e43ce,Public Rack - Sangamon St & 79th St,public_rack,2022-10-07 15:45:22,,,matched,fewer_than_10_endpoints,202210-divvy-tripdata.zip,8449CC05756D1AF6
divvy_4d3c1608b58cb8b9,Public Rack - Normal Ave & 72nd St,public_rack,2022-10-12 15:48:47,,,matched,possible_rename,202210-divvy-tripdata.zip,6E75866A3F052850
divvy_e9617bfe25011dae,Public Rack - Christiana Ave & 111th St,public_rack,2022-10-23 11:30:40,,,matched,fewer_than_10_endpoints,202210-divvy-tripdata.zip,71893F5C9E3FB4A1
divvy_fa029ff2e8e9508f,Campbell Ave & Montrose Ave,station,2022-10-28 09:15:16,2015-05-14 16:58:00,,needs_review,earlier_same_name_history | name_has_multiple_locations,202210-divvy-tripdata.zip,E5E0D11EB58AE5E1
divvy_e3a8f24aacd1e774,Public Rack - Lawrence Ave & 103rd St,public_rack,2022-11-03 16:11:00,,,matched,fewer_than_10_endpoints,202211-divvy-tripdata.zip,FD14B8E0E13DE5B7
divvy_ea3612c675dc819d,Public Rack - Kostner Ave & Lake St,public_rack,2022-11-04 23:25:40,,,matched,possible_rename,202211-divvy-tripdata.zip,55B66D84C5491302
divvy_f94b85b2574552c1,Public Rack - Halsted St & 111th St,public_rack,2022-11-07 13:21:32,,,matched,possible_rename,202211-divvy-tripdata.zip,19952DFEC8B906B5
divvy_5322b7e22d7df6d8,Public Rack - Central Ave & Congress Pkwy,public_rack,2022-12-03 18:17:26,,,matched,fewer_than_10_endpoints,202212-divvy-tripdata.zip,167166C68E829326
divvy_53916c9be589a831,Public Rack - Corliss Ave & 133rd St,public_rack,2022-12-15 21:44:07,,,matched,fewer_than_10_endpoints,202212-divvy-tripdata.zip,11CF36728228E03E
divvy_d47288d53199a9fb,Public Rack - Ellis Ave & Doty Ave,public_rack,2022-12-31 12:44:20,,,matched,fewer_than_10_endpoints,202212-divvy-tripdata.zip,8F6D65F329C8F40F
divvy_a64d3c61fa5fc52a,Public Rack - Wallace St & 112 St,public_rack,2023-01-13 15:14:25,,,matched,fewer_than_10_endpoints,202301-divvy-tripdata.zip,CE1B543F3BE0C93F
divvy_6d1d783d0b1455ad,Public Rack - Baltimore Ave & 133rd St,public_rack,2023-01-14 13:13:25,,,no_confirmed_match,possible_rename,202301-divvy-tripdata.zip,42BF2A960DA9BDB3
divvy_ef07a3d6996533a3,Public Rack - James Madison School,public_rack,2023-02-12 09:47:35,,,matched,fewer_than_10_endpoints,202302-divvy-tripdata.zip,1DF0AF066E72A185
divvy_5f8dd7b0052fa07b,Public Rack - Pittsburgh Ave & Irving Park,public_rack,2023-02-13 14:56:49,,,no_confirmed_match,fewer_than_10_endpoints,202302-divvy-tripdata.zip,540A06F9970811C9
divvy_7890274a97fc1700,Public Rack - Western Ave & 62nd St,public_rack,2023-02-19 22:37:47,,,matched,fewer_than_10_endpoints,202302-divvy-tripdata.zip,1474942DF557B7AB
divvy_0b056a24b152e51f,Public Rack - Baker Ave & 863rd Pl,public_rack,2023-03-14 17:46:57,,,matched,fewer_than_10_endpoints,202303-divvy-tripdata.zip,1ADCB7FD8E27F86B
divvy_a11a1f6bd9201dc7,Halsted St & Fulton St,station,2023-03-16 13:50:39,,,matched,possible_rename,202303-divvy-tripdata.zip,1C58F66A19F3933C
divvy_9d347394c890bd04,Public Rack - Michigan Ave & 102nd St,public_rack,2023-04-03 14:08:48,,,matched,fewer_than_10_endpoints,202304-divvy-tripdata.zip,D2A213ED283213D8
divvy_649de21de72cd75e,Public Rack - Ellis Ave & 132nd Pl,public_rack,2023-04-10 17:57:17,,,matched,fewer_than_10_endpoints,202304-divvy-tripdata.zip,880B14E5C4F7FF87
divvy_a8f19336b0d65881,Public Rack - Prairie Ave & Garfield Blvd S,public_rack,2023-04-11 19:05:22,,,matched,possible_rename,202304-divvy-tripdata.zip,6ECD5492FA34553B
divvy_4c26548d89391a9a,Kedzie Ave & 24th St,station,2023-04-12 12:41:03,2015-04-27 16:41:00,,needs_review,earlier_same_name_history | name_has_multiple_locations,202304-divvy-tripdata.zip,16F3364006345993
divvy_ed4b33ef116fdd9e,Public Rack - Yale Ave & 119th St,public_rack,2023-04-15 11:06:08,,,matched,fewer_than_10_endpoints,202304-divvy-tripdata.zip,273F50FFB54EEEA3
divvy_215bdd9ad59e45e6,Public Rack - Ashland Ave & 73rd St,public_rack,2023-04-20 22:50:50,,,matched,possible_rename,202304-divvy-tripdata.zip,618307D96EEC1D39
divvy_587d6c556d9efa4d,Public Rack - California & 82nd,public_rack,2023-05-07 08:48:04,,,matched,fewer_than_10_endpoints,202305-divvy-tripdata.zip,D2A64E02926127D2
divvy_0b4033268457f0b6,Public Rack - Normandy Ave & Raven St,public_rack,2023-05-11 07:24:54,,,matched,fewer_than_10_endpoints,202305-divvy-tripdata.zip,0912766FAE7D1098
divvy_dd8faf79fc6d44c1,Public Rack - Horner & 85th,public_rack,2023-05-18 14:54:56,,,matched,fewer_than_10_endpoints,202305-divvy-tripdata.zip,05007F1B055EFFCE
divvy_38ac76253d4c090a,Public Rack - Mozart & 79th,public_rack,2023-05-20 14:39:40,,,matched,fewer_than_10_endpoints,202305-divvy-tripdata.zip,663AA5A5A66A5314
divvy_69e3c28ded100bd7,Public Rack - Throop St & 48t ST,public_rack,2023-05-21 18:59:19,,,matched,fewer_than_10_endpoints,202305-divvy-tripdata.zip,591597F5414FF01A
divvy_3ee89746293dd3dd,Public Rack - Honore St & 87th St - SE,public_rack,2023-05-21 22:29:20,,,matched,fewer_than_10_endpoints,202305-divvy-tripdata.zip,E847D66A4385C0C5
divvy_47bebde04565606d,Public Rack - Oakley & 79th Pl,public_rack,2023-05-22 19:01:42,,,matched,fewer_than_10_endpoints,202305-divvy-tripdata.zip,041862F7771EDA9D
divvy_048a095825a52140,Public Rack - Parnell Ave & 119th St,public_rack,2023-05-23 08:23:52,,,matched,fewer_than_10_endpoints,202305-divvy-tripdata.zip,ED9FBE9919A45779
divvy_eeab54d2c134ac6c,Public Rack - Yates Blvd & Exchange Ave,public_rack,2023-06-20 20:15:26,,,matched,fewer_than_10_endpoints,202306-divvy-tripdata.zip,4CD026E5EC8AE2DD
divvy_19dc412aa94acef7,Public Rack - Michigan Ave & 125th Pl,public_rack,2023-06-23 11:36:34,,,matched,fewer_than_10_endpoints,202306-divvy-tripdata.zip,A17AA19EEE805CD8
divvy_b84bed816a1880b0,Public Rack - Princeton Ave & 99th Pl,public_rack,2023-06-26 19:42:12,,,matched,fewer_than_10_endpoints,202306-divvy-tripdata.zip,6FD643E4B0D3821C
divvy_899bbf5d42be09b4,Public Rack - Torrence Ave & 106th St,public_rack,2023-06-27 17:42:51,,,matched,possible_rename,202306-divvy-tripdata.zip,B69CEC293AC44CF3
divvy_c3f967b2ab9f11b9,Public Rack - Damen Ave & 84th St,public_rack,2023-07-09 12:01:15,,,matched,fewer_than_10_endpoints,202307-divvy-tripdata.zip,2DD67A4913813F74
divvy_f951edcf05d6bf74,Public Rack - Hamlin & 72nd,public_rack,2023-07-27 22:43:56,,,matched,fewer_than_10_endpoints,202307-divvy-tripdata.zip,5A87BFB42F33BA11
divvy_3ee29d0d12868f69,Public Rack - Pulaski Rd & 85th St,public_rack,2023-07-28 01:41:51,,,matched,fewer_than_10_endpoints,202307-divvy-tripdata.zip,D5708084C743EDA7
divvy_abdd6083a43b68e8,Public Rack - Oglesby Ave & 105th St,public_rack,2023-07-29 00:25:39,,,matched,fewer_than_10_endpoints,202307-divvy-tripdata.zip,32718FA64710DB6A
divvy_eadb38fbcfdd6e4a,Public Rack - Hamilton Park,public_rack,2023-07-31 13:03:44,,,matched,possible_rename | fewer_than_10_endpoints,202307-divvy-tripdata.zip,A3099DDD2F8971B7
divvy_279ebada77c201c3,Public Rack - Ashburn Metra,public_rack,2023-08-15 13:18:35,,,matched,fewer_than_10_endpoints,202308-divvy-tripdata.zip,86E6895AE35FC0AE
divvy_144131bbbaa58184,Public Rack - Michigan Ave & 110th St,public_rack,2023-08-18 16:05:10,,,matched,fewer_than_10_endpoints,202308-divvy-tripdata.zip,3D459A526F955319
divvy_77c0353590af3f05,Public Rack - Marquette Ave & 79th St,public_rack,2023-09-04 13:09:38,,,matched,fewer_than_10_endpoints,202309-divvy-tripdata.zip,43418806FA0ED690
divvy_33e3d1461b31b08c,Public Rack - Calumet Ave & 71st St,public_rack,2023-09-05 19:23:06,,,matched,possible_rename,202309-divvy-tripdata.zip,7ED2613786B44235
divvy_d6044092da661c4b,Public Rack - Honore St & 87th St,public_rack,2023-09-12 10:43:55,,,matched,fewer_than_10_endpoints,202309-divvy-tripdata.zip,F588712C0A556B03
divvy_37ad7a20ce704a5a,Public Rack - Calumet Ave & 133rd St,public_rack,2023-09-12 19:13:14,,,matched,fewer_than_10_endpoints,202309-divvy-tripdata.zip,8EB41C9B76F8360D
divvy_8340e232077619c3,Buckingham Fountain (Columbus/Balbo),station,2023-09-20 19:05:53,,,no_confirmed_match,possible_rename,202309-divvy-tripdata.zip,538D19E74663F8BA
divvy_f22a428c8185fdd3,Damen Ave/Coulter St,station,2023-10-11 11:25:20,,,needs_review,possible_rename,202310-divvy-tripdata.zip,FBC904F4F11FEF27
divvy_59c713df5a1ccaac,California Ave & Granville Ave,station,2023-10-20 00:30:32,,,matched,name_has_multiple_locations,202310-divvy-tripdata.zip,7457AAD773E78676
divvy_90f67283e24cec41,Public Rack - Menard Ave & Leland Ave,public_rack,2023-11-07 10:24:30,,,matched,fewer_than_10_endpoints,202311-divvy-tripdata.zip,2F421414A537B8EA
divvy_2f6c32de11fd8efa,Public Rack - Prairie Ave & 78th St,public_rack,2023-12-05 19:36:33,,,matched,fewer_than_10_endpoints,202312-divvy-tripdata.zip,0FCEF95337FEB463
divvy_326d23d5f7ad6fe3,Public Rack - Rhodes Ave & 79th St,public_rack,2023-12-13 10:51:08,,,matched,fewer_than_10_endpoints,202312-divvy-tripdata.zip,6E8936F75E98A1F6
divvy_2162e5c855fa27c3,Public Rack - Cottage Grove Ave & 91st St,public_rack,2023-12-13 13:05:56,,,matched,fewer_than_10_endpoints,202312-divvy-tripdata.zip,BE2160D63178F11C
divvy_e8279228eafcf07f,Kildare Ave & 85th St,station,2023-12-23 03:48:38,,,no_confirmed_match,name_has_multiple_locations,202312-divvy-tripdata.zip,6DA91A9E82B54584
divvy_2db769d99ce77a0f,Public Rack - Vincennes Ave & 91st St,public_rack,2024-01-03 06:33:54,,,matched,fewer_than_10_endpoints,202401-divvy-tripdata.zip,6DBDBC0A48697534
divvy_e5e85afe28236e17,Public Rack - Ada St & 117th St,public_rack,2024-03-25 15:14:30,,,matched,fewer_than_10_endpoints,202403-divvy-tripdata.zip,95C46B7F07FD7759
divvy_2121655dcdd70bd4,Public Rack - Western Blvd & 52nd St,public_rack,2024-04-04 20:54:04,,,matched,fewer_than_10_endpoints,202404-divvy-tripdata.zip,1DB1E155183332E4
divvy_91c41d6674950da9,Pine Ave & Division St,station,2024-04-13 10:30:21,,,matched,name_has_multiple_locations,202404-divvy-tripdata.zip,A4BD373DF8C48104
divvy_bed740ee6489cd03,Public Rack - Halsted St & 77th St,public_rack,2024-04-30 09:54:49,,,matched,fewer_than_10_endpoints,202404-divvy-tripdata.zip,F8E7C67CCFEE4CC2
